평점,리뷰
1,이런식으로 페이가입자를 늘리고 사용을 강요하도록 만드는건 좋은 선택이 아니라고 생각합니다.
1,회원가입하는데 계좌를 등록하라그러고 뭐가 이렇게 복잡해요? 넘 불편함 바로삭제
5,편리하고 실용적이에요. 맛집엔 딱입니다.
4,맛집 어플 중에서는 최고에요. 리뷰로 직원들의 친절도도 미리 볼 수 있어서 좋습니다
1,계좌등록해야 예약이되는데 가입하고 핸드폰인증하고 계좌등록하고 계좌인증 핸드폰인증해야돼고;; 카드로좀받아라 진짜 쓰레기인듯 다른 줄서기어플쓰는게 낫겠음
5,잘 쓰고 있습니다 얼른 식당이 많이 더 늘어났으면 좋겠네요
1,검색한 것 만 나와야 하는데 연관 없는게 너무 많이 나옴.
1,잘썼었는데 이제 안쓰련다 테이블링 필요한 가게도 이제 안가게될듯
1,가입한적도 없는데 갑자기 가입한것마냥 예약문자와서 별점 1점주러 왔어요
1,그냥 이용안하고 말지.. 테이블링 없어도 잘 먹고 다닙니다.
5,맛도좋고 양도많고 최고 의 식당 입니다 젊은분들이 친절하고 멋지세요♡
1,위치기반서비스 이용약관 동의로 옮겨놔도 저절로 자꾸 꺼져요 고로 연돈 예약 시도도 못하고 있다는 얘기죠. 이메일 문의도 보내놨습니다. 얼마나 빨리 해결해 주실지요?
1,폭탄 써서 미루기 기능썼는데 예약이 취소됐네요. 어이가 없어요
1,원격줄서기에 계좌등록이 필수라니.....이제 테이블링 안쓰는 곳만 가야겠다.
1,업데이트가 안돼서 재설치 하려는데 그것마저 안되네요...
2,가입하는자체가 번거로움. 그냥 연결만 시겨주면 좋겠음
5,웨이팅 극악이라 도전도 못하던 맛집이 있었는데 원격줄서기 덕분에 드뎌 먹어봤네욤~.~
1,제주도 온 김에 연돈 예약하려 앱을 깔았어요. 가입하고 위치정보 허락확인 메시지가 뜨기에 허락했죠.근데 계속 같은 창 뜨고 실행이 안되고. 혹 내가 뭐 실수했나 아님 앱이 잘못 깔려 오류났나 걱정되 지우고 다시 깔았더니 이젠 아예 로그인이 안되요! 비번 바꾸기라도해서 들어가려 했는데 이미 가입된 메일이라 가입안된단 메시지만 뜨고요. 로그인이 안되니 탈퇴도 불가능이고. 그래서 Qs란을 보려하니 곧 만들거란 거만 내용만 있고. 어제오늘 고객센터에 방법을 물으려 전화하니 상담시간 아니란 ai 멘트만 나오고. 이젠 화만 나네요. 즐거운 여행와서 뭐 이런. 문제해결 어째야 할 수 있죠? 문제해결 안된다면 탈퇴라도 시켜줘요.
1,개발을 발로했나봐요. Sns 인증하고 이메일 또 넣냐? 연동함 기본 제공이다 ㅡㅡ
5,잘 사용하고 있어요. UX 가 깔끔하고 개발 버그 없어요
1,제주도 연돈 예약하려고 즉시완료 누르고 본인인증 완료까지 했는데 다음으로 넘어가지 않고 계속 본인인증만 하라고 하는데 도대체 몇번이나 본인인증 해야 되는건가요? 제대로 좀 만드세요
5,아주 유용합니다. 적용하는 매장이 많아졌으면 좋겠네요.
1,정말 쓰레기 설치하다 열폭 페이도 다 됐다는데 다시 들어가니까 새로 시작하라하고 개판개판
1,감사합니다 번거로워진건 그렇다 치고 폭탄은 또 뭔가요 줄서는게 장난이에요?
1,앱 정말 쓸모없네요. 인기있는맛집 예악 절대못함. 왜 만든지 이해가 가지 않는 앱입니다. 1점주기도 아깝네요.
1,"폭탄 5개 사용 '현질 새치기' 기능, 폭탄 100개 사용 본사 폭발 기능도 어서 넣어주세요~"
5,맛집가려면 웨이팅 1-2시간은 기본인데 원격 줄서기로 미리 대기 걸어 놓으면 밖에서 안 기다릴 수 있어서 좋아요.
1,"앱 리뷰 처음 남기는데, 다른 스타트업들 어떻게 하는지 좀 보고 배워라. 서비스 이용하는데 이렇게 단계가 많고 복잡하면 누가 가입하겠냐? vc에서 투자도 받고 서비스 운영한지도 꽤 된 걸로 아는데 이 정도 밖에 못 만들거면 경영진을 바꿔야 돼 절레절레.."
1,"회원가입 카톡으로 로그인인증하고 확인됐는데, 유저정보를 찾을수없다고 뜸"
4,비록 오늘 연돈은 실패했지만 내일 다시 도전해보려구요 3박 4일 안에 성공하길~ㅎㅎ
1,렉이 심함. 몇번을 로그인이 튕기는지.. 원격 줄서기하려다 안돼서 그냥 가게 앞에 설치된 기계에 웨이팅 걸어둠.
1,최악의 UX 줄서기 가능한 시간에 딱 맞췄더니 로그인을 그때받음ㅡㅡ UX팀이 있다면 제발 스터디좀 하시길
5,원격으로 대기를 걸 수 있다니ㅋ 진짜 아이디어 좋은 어플이네요
5,잘쓰고있는 어플이에요^^ 광고 없어 좋네요
1,앱 가입하고 얼마 안됬는데 네이버 계정이 털렸네요. 최근 가입한게 이게단데. 어의 없네요. 쓰지마세요
1,페이로 현금 딱 넣어놓고 쓰지않으면 원격줄서기도 못하군요
1,"사업장이 리뷰에 답리뷰달수있는기능추가바랍니다. 타당하지않은 일부고객의갑질 리뷰에 별점은까지고, 업주만 피해입는 상황이 벌어지네요."
1,핸드폰만으로 인증하려 할 경우 세션이 계속 만료되어 인증할수없음
1,간편결제를 등록해야 모바일로 예약이 가능하다니 충격임
5,여태까지 원격줄서기로 아낀 시간이 얼마나 많은지 모르겠습니다ㅋㅋ
5,고기가 맛나요 또올께요
5,국내여행 갈 때 필수라고 생각하는 앱입니다.
5,어플에 광고가 안붙어있어서 제일 좋음!!!
4,첫화면에 제위치근처 매장이보여지면좋겠어요~
5,"인증도 문제없이 잘되는데, 아래 문제있다고 후기남긴 자들은 폰을 바꿔야 할것같소~"
5,앱이 깔끔하고 보기에 편리한거같아요
5,테이블링으로 예약하는게 이젠 거의 뭐 습관됐어요
3,여행가서 연돈 도전해보려고 미리 깔았어요ㅋㅋ 부디 성공할 수 있길⭐️ 컴온
3,휴대폰 본인인증 페이지가 안 넘어갑니다 오류수정좀 해주세요
1,가입할때부터 본인인증을 몇번을하게 만들어놨냐 카톡으로 가입한다고 인증 다받고 들어가도 본인인증 또해야하고 서비스 이용할려면 본인인증 또 해야하고 잦같네진짜
1,설치도 느려 위치권한허용도 안되 머이런 앱이 있는건지 다시 만드세요
5,여기서 별점 높은거는 찐이다. 여기 별점 높은곳가면 실망시키지 않음.
1,"개불편 강제적인 페이 및 통장등록, 개인정보 모든거를 여기에 걸 정도인가 싶습니다. 연돈먹을려다가 걍 포기~ 다른거 먹고 말지요"
1,이번 업데이트 때문에 조용히 지웁니다...
1,ㅋㅋㅋㅋㅋ아니이앱이왜번창한건지 소비자의도를 모르는거아니예요? ㅋㅋㅋㅋ 식당에 일정수수료받고 차라리 고객한테도 건당얼마로 수수료를 받아서 원할때언제든하게하더라도 뭘모으고 그래야예약할수있고 이건 진짜오바죠 ㅋㅋㅋㅋ망하고싶어서 환장한거도아니고 ㅜㅜ 오히려 이용고객을더많이 늘리고 광고유치를하면 카카오처럼 돈쓸어담을텐뎈ㅋㅋㅋ 이게무슨짓인지 제일화나는건 테이블링페이인지뭔지 제대로 검증도안되거가져와서 1시간동안했는데도 아예 예약자체가안되서 친구꺼아니면 아예 예약못할뻔했네요. 가입하기에서 그냥계속 도돌이표예요 가입안되고...이런오류라도 없게했어야하는거아닐까요
1,최악 인증을 몇번해야되는지 모르겠고 개인정보 너무 많이가져감 쓸모없음
1,엉망진창이네요... 할말이 많아 지쳐서 다 못쓰겠어요
1,별 한개도 아깝다 위치기반서비스동의 설정 불가.. 이딴거 왜 만들어서 스트레스 받게하는지.. 연돈돈가스 먹어보려다 속 터지네요.. 가장 기본도 안되는..으이구..
5,요즘 더워서 줄서기가 더 힘든데 🐶🐽개꿀이에요
4,친구 쓰는거 보고 따라서 깔았어여 근데 아직 예약해보진 않고 눈팅중...
4,여행갈때 쓰면 좋음 특히 나처럼 먹는 걸로 루트 짜는 사람들^^;ㅋㅋ..
5,원격줄서기는 솔직히 너무 좋다
1,"줄서려면 계좌제출하고 페이 가입하셔야됩니다^^ ㄹㅇ.필.수.임. ㅋㅋㅋ이렇게 갑질을하네요ㅋㅋㅋㅋㅋ 몇번 잘썼는데 업뎃하고나니 어플이 반푼이가됐네🫢 응 안쓸게요. 이거 계좌연동 기획하신분은 승진,,,하셨을까? 뭔 5점리뷰는 말투도 다 비슷함ㅋㅋㅋㅋ"
1,폭탄을 차라리 유료결제를 하게 만들던가 테이블링 페이가 가능한 매장을 본적이없는데 상용화 되지도 않은걸 이용하라고 하면 어떻게 이용하나요.. 폭탄 다 떨어지면 이제 테이블링 쓰지 말라는건가요??
1,올해 1월 4월 11월 제주도 올때마다 예약실패합니다. 황당한 건 지금 11월3일 12시 2인을 번개장터에서 2인 4만원에 팔고 있네요. ㅠㅠㅠㅠㅠ 화납니다. 중고나라에선 대놓고 구하는 사람들이 올리고 있네요. 직접 테이블링 통해서 구매했는지 인증하는 방법 없습니까??? 너무 화가 나네요.
1,줄 많이서는 시간에는 어차피 어플자체가 안됨. 이거 믿고 예약 안했다가 당황스럽네요.
4,"친구들이랑 오랜만에 만났는데, 줄선다고 길에서 시간버리기는 아까워서 테이블링으로 원격줄서기 해놓고 근처 카페 가서 폭풍수다떨다가 먹고옴!! 친구들도 다 깔았어욬ㅋㅋㅋㅋ"
4,역전할머니맥주 갔다가 매장에 테이블링 있더라구요ㅠㅠ 알았으면 예약하고 가는건데
5,연돈가보려고 깔았는데 다른 맛집들도 엄청 많네여!
5,이집이좋겠네 예약필수 대기엄청기네여
1,"주변위치를 기반으로 식당이 추천되었으면 좋겠음.. 서울인데 부산식당이 조회되고, 부산인데 제주도 식당이 조회되고... 이게뭔지; 그리고 식당이 너무 한정적임ㅠ"
1,심각함 작동 안되고 테이블링페이는 전화도 안주고 내가 취소했다고 거절함. 허접앱ㅋㅋㅋㅋ
4,대기하고 있는 사람 얼마나 있는지 미리 확인이 가능해서 편리해요 :-)
1,테이블링 해놓고 기다렸다가 가니까 가게에서는 테이블링 지금 안한다고 해서 시간만 낭비함
1,줄 하나 서는데 개인 계좌 정보 까지 요구 하냐? 휴대폰 본안 인증 만으로 충분하다
3,음.. 이시간에 대기 신청 해놓으려는데 마감이래요.. 이럴수가 있는건가요ㅠㅠ 아니면 오류인가요?
1,테이블링페이는 철회하셔야 안될까요? 현장결제에서 사용이 불가능한데 폭탄을 모을 방법이 없잖아요.. 무슨 정신머리로 저걸 도입한건지..
1,앱 연결이 너무 불안정하네요. 예약 성공한 적이 없어요
1,내 인생 최고의 쓰레기 어플. 연동사이트로 가입해도 개인 정보 다 입력해라고 하지 않나 그렇게 가입해도 뜬금없이 테이블링페이도 가입해라고 하지 않나ㅋㅋ. 어플을 대딩들 알바로 뽑아서 처 만들었음?
1,가입후 무슨 결제앱도 깔고 은행계좌까지 연결해야 사용가능함. 어이없어서 탈퇴
5,어플 센스 대박인듯 하루에 한번씩 접속중 먹을것도 아니면서 그냥 봄
1,여태까지 써본 앱중 최악 별1개도 아깝다 왜 계좌 번호를 써야 되는건지 이해가 안된다
1,이게 무슨짓임 사용한적도 없는데 카톡으로 이거오더라고? 왜 이상한 경기도에 있는 식당에 줄서기가 되냐? 부산에 사는데 개웃기네 진짜 ㅋㅋ 계정 연결 끊으려고하니 설치하라하네 야이 비열한 놈들아 그냥 끊게 해줘야하지 왜 설치를 강요함? 그리고 정작 설치하고 연결된거 찾으려고 보니 이메일 비번찾기는 커녕 카톡 연결 된거면 바로 로그인 되야할텐데 회원가입 하라고 ? 이건 또 무슨 경우냐 ? 이딴 대륙짱개 같은 수작질 부릴거면 진짜 짱개로 꺼져라
1,"수익화를 이렇게 밖에 못하는지? 차라리 폭탄 자체를 현금으로 충전하라고 하면 그러려니 하겠네요. 이건 뭐 요즘 세상에 누가 현금결제하나요? 카드결제가 되는것도 아니고 현금을 적게는 수만원씩 테이블링에 맡겨놨다가 음식값을 내야 원격대기 기능을 쓸 수 있다는건데;;; 차라리 그냥 물리적으로 줄서고 말지, 뭘믿고 현금을 충전해놓으라고 하는건지 이해할 수가 없네요."
1,연돈예약포기하세요 중고나라나 당근에서 사세요 근데 이런건관리안하나요. 제가봐도 메크로인데 진짜 욕먹어도싼시스템이네요
5,운 좋게 연돈 예약 성공 했어요!!!!! 테이블링 어플 별 다슷개!!!!!!!!!
1,별한개도 아깝다 계좌인증만 다섯번 다음으로 넘어가질않는다 예약한번 하려다 오전을 망쳤다
5,남친이랑 데이트 할때 잘 쓰고 있어요ㅎ 맨날 데이트 어디로 갈지 정하는 것도 힘든데 요즘엔 거의 테이블링 어플로만 찾아다녀용!!ㅎㅎ
5,이번에 웨이팅 순서 미루는게 업뎃됐는데 이거 물건입니다 진짜 편해요. 유료라도 쓸 가치 있을유.ㅋ
1,줄서기에 계좌 등록 필수가 왠말이죠? 탈퇴 기능도 없고 망하고 싶은듯
5,초등학생 애들 어디 데리고 다니기 힘든데 테이블링 덕분에 머리 안 아프게 외식 잘 다녀왔습니다.
4,정말 편리해요 다른 매장도 다 이거 썼으면 좋겠어요ㅠ
1,예약이 안됨 해당 시간이 열려있어도 그냥 매진되어서 안됨
5,세상에 먹을 데가 참 많구나.. 뭔가 계속 하염없이 보게 됨ㅋㅋ
1,진짜 댓글안다는데 최악임 모임하느라 어쩔수없이 일단 가입했는데 인터페이스 불편한것은 말할필요도없고 뭔 페이를 가입하라마라 하고있음 짜증나 죽는줄 이번 1회성쓰고 다신 안쓸듯
5,줄서는거 개인적으로 정말 싫어하는 타입입니다^^;; 덕분에 삶의 질이 올라간 기분이네용
5,업데이트하고 보기 편해져서 좋음
1,"ㅋ 폭탄어떻게모아요? 폭탄 다 소진해서 테이블링페이로 결제하고 받으려고 다 연동했는데, 해당 매장은 해당페이결제 안쓴대요. 테이블링앱은 1회용품이네요. 폭탄정책 누가만들었는지 반성하세요, 폭탄모을길이없어 사용못하니 앱 지웁니다."
5,데이트 할때 필쑤!인 어플>_< 핫플은 웨이팅이 많아서 오래 기다려야하는데 원격줄서기로 대기하면 카페다녀와도 되고 지인~짜 좋아용!ㅎㅎ 톡으로 입장순서?도 알려줘서 엄총편리!^0^
4,원격 대기하니까 대기시간 줄일 수 있어서 좋아영!
1,"원격줄서기하려고 깔았는데, 가게들마다 죄다 원격줄서기 안되고 직접와서 줄 서라고 하네...가게들과 합의도 안해놓고 왜 매장들 집어넣냐??"
5,쓰기 편하고 앱도 깔끔해졌어요!!
5,집 근처에 평일 낮인데도 웨이팅이 있는 맛집이 있어서 언제 가보나 입맛만 다셨는데 알고보니 테이블링이 있더라구요~ 덕분에 드디어 먹었습니당ㅜ~ 최고애오!!!
3,"핫플 다닐 때 원격 대기 걸면 좋아여 근데 생각보다 카페는 별로 없어서 아쉬운,,?"
1,이게 어플인가 궁금합니다!!ㅋㅋㅋㅋ왜 만드신건지...연돈 때문에 깔았는데.. 자꾸 튕겨서 결국 아무것도 못했네요
5,전화 예약을 싫어해서 이런 어플 되게 기다렸는데 좋아요
5,광고없는찐리뷰느낌? 맛집갈깨 참고많이하고있어요.
4,요즘 시국에 딱 맞는 어플인것 같아요 사람들이랑 부대끼기 싫은데 이걸로 대기걸면 안그래도 돼서 약간 안심?도 되고 편해요
4,외식할 때 꼭 필요한 어플~~ 잘 쓰고 있습니다~
1,카드등록해서 쓰게하면되지 무슨 계좌를 등록하라고 5번 시도했는데 안돼네요 은행이 토요일 일요일에 안하는데 계좌를 등록이라...
5,테이블링 짱이에오 매장 엄청 많이 업데이트된거 같아요 진짜 짱
4,"와,, 진짜 개꿀!! 여친이 엄청 편하다고 좋아함!!! 데이트할때 이 어플 많이 사용할것 같음!!!!"
1,아니 그냥 계속 본인인증만 하다 끝남 이런 쓰레기 같은 어플 첨봄 그냥 못한다 생각하세요 결국 연돈 못먹었습니다 진짜 별로임 빵점 드리고 싶네 요
1,"가맹점한테 돈을 받으면서 어느정도 인지도도 채웠겠다. 이제 배좀 불려볼까 하고 내기 시작하는것들이 정말 역대 쓰레기라고 부를만큼 BM을 잘못 추가시킴, 이 어플 사실상 연돈때문에 큰거 아닌가? 그 사장님이 손님들이 이렇게 불편해하는 어플을 계속 쓸것같음? ㅋㅋㅋ 항상 어플이 망하는거 보면 보통 BM 잘못짜는거던데 이거도 조만간일듯"
1,테이블링페이 가입해야 사용 가능ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 잘가라 쓰레기 어플
5,연돈은 왜 안되는거죠?? 4명이서 3일 내내 도전했는데 다 실패했어요 완전 똥손인가봐요 뭔가 팁이 있나여ㅠ
1,폭탄이 있어야 줄서기 가능하고 페이등록이 강제인 어플입니다. 다운 받기 전에 참고하세요.
4,외식할때 정말 편리해요! 리뷰볼수 있어서 좋아요
4,앱 좋네요. 핸드폰으로 대기 걸어놓을 수도 있고.
3,연돈때문에깔았음ㅋㅋㅋ 아직 연돈은 안가봤는데 다른맛집이많아서 맛집투어하려면 테이블링 필수일듯?
1,사용자에게 적대적인 방식으로는 오래갈 수 없습니다.
5,비밀번호 변경하기 메뉴 안내 문구에 '비빌번호'라고 잘못 기재되어 있어요.
1,이거 중국어플인가요? 아님중국이랑 관련되있나요? 굉장히 찜찜하네요. 줄서는데 무슨 개인정보를 이렇게나 많이 수집해요??? 기다리던지 안먹고말지 진짜로 찝찝하네요. 어플중에 이렇게 많은 개인정보요구하는어플은 처음입니다.
4,화양동에 진짜 맛집 많은데 다 사용했으면 좋겟어요!!
4,잘 되는건지 모르지만 연* 몇번을 해도 안되는데 당근에 파는 애들은 뭐죠?
1,테이블링 최악 테이블링 광고하는 내용을 보니 기가 찬다. '고객바보' 라고 식당 앞에 대기하는데 모델도 보기싫은데 문구도 홍보 효과 1도 없는 마이너스 이미지의 광고가 나오네. 밥맛이 뚝 떨어지는 저질 홍보에 테이블링 정신 상태까지 무슨 생각으로 이 따위 광고를 하는거냐. 제정신은 아닌것 같은데 고개을 호구로 본다는 지대한 장사 정신에 놀라울 뿐이다. 최근 어플 사용도 페이로 불편하게 만들더니 갑자기 유료화에 저걸 광고라고 만들었냐. 에라이 윗대가리 석두들아. 운영 방침과 마케팅 다 한심하다.
1,예약도 미루기도 안되어서 고객 시간 다잡아먹음 현장 예약해서 대기 3시간 이상 걸림 막상 입장시간에 일이 생겨 못들어가서 앱깔아서 미루기할려고 했으나 현장예약으로 온라인상 예약도 안되고 미루기도 안되게되어있음 대기한다고 밥도 못먹고 버린 시간이 너무 아까움 뭐잘난 음식이라고 이렇게 고객시간을 농락하는지 모르겠음 차리리 예약제로 돌리던가 서비스가 개똥망
1,우아 그동안 진짜 유용하게 잘쓰던 어플인데 무슨일이야 이게 ㅋㅋㅋㅋㅋ 자체 페이를 안쓰면 웨이팅도 못하게 만드는 생각은 어떤 미친사람 머리에서 나온거죠? 진짜 너무한거 아닌가요 ㅠㅠㅠ 퇴사앞둔 직원이 똥싸지른거야 뭐야 뭐 쓸사람들이야 쓰겠지만 전 그냥 탈퇴할게여 안녕빠이짜이찌엔 번창해보십쇼 어디ㅎㅎㅎ
5,손님 모시고 갔는데 너무 좋아 하셨어요. 아이들 하고 오시겠답니다.
1,갑자기 페이 등록해야 줄서기가 가능하다고 해서 제가 아는 테이블링이 맞나?띠용 했네요 피싱어플 잘못다운받은줄..도대체 누구머리에서 나온 아이디어인가요 페이등록해야 대기 가능한건??이 아이디어 낸 직원 아직 테이블링 다니나요?ㅋㅋ좀 이건 아닌거같은데..계좌정보 뜯어내기 수법이 너무 양아치같아요. 리뷰 보니까 뭐 자동이체어쩌고 하던데 귀찮고 불안해서 저도 등록 안했어요. 리뷰도 조작하는거같은데ㅋㅋㅋ애쓰네요 직원인지 리뷰대행사인지 모르겠지만ㅋㅋ리뷰조작할시간에 강제페이좀 없애고 앱에 정말 도움이 되는 고민을 하시길...
3,지도로 검색이 되면 좋을것 같습니다
1,저기요 아니 왜 안되요? 문쉐프의고기국수. 먹으려고 들어가서 예약하려는데 줄서기 준비중이라고 뜨고 예약 불가 매장이라 떠요!!! 근데 대기팀은 점점 늘어나고 왜 저만 안되는지 모르겠어요 ㅠㅠ 혹시 몰라서 아무 음식점 여러곳 들어가도 똑같이 뜨는데 어떻게 해요? 대체 그사람들은 어떻게 한거에요? 빨리 알려주세요
3,연돈땜에 알게됬지만 연돈은 못먹고 대신에 따른 흑돼지집 갔네요ㅋ 그래도 다른 매장 바로 검색할수있어서 그게 좋은듯
4,원격줄서기 서비스 좋네요
3,실시간 대기많은 식당 보여줬으면 좋을거같아여 맛집순
1,서버좀;; 서버좀 최적화하게 해주세요;;
1,줄서기에 페이가입이 필요하지않았는데 필요없는 서비스가 아닌것에 가입하도록 강제하는것은 개인정보보호법 및 공정거래법 위반입니다. 페이스북이 어떤 처분 받는지 보셧으면 아실텐데..
4,식당 진짜 많음... 이제 블로그 검색 안하고 테이블링 덕준애 어플로 맛집 골라 다녀요ㅋㅋㅋ
5,웨이팅 순서 미루는 기능 유료라도 쓸 의향 있었는데 드디어 생겼네요!!!! 굿굿^^)
5,줄 안서고 편하게 먹을수 있음 되었지 말같지도 않는 리뷰 별점테러 개판이네 ㅋㅋ
1,"서울 한복판(종로, 을지로)에서 '내주변'검색하는데 최소 2km고 22km까지 뜨는게 말이되냐ㅋㅋ 위치기반서비스 개선좀 합시다..."
1,"테이블링 페이 강제성 때문에 앱 삭제하고 여기쓰는 식당도 그냥 믿거 합니다. 어차피 mz니 뭐니 sns홍보 식당들이고 맛도 다 거기서 거기고 이런짓 안해도 잘되는 식당은 잘됨. 이거 기획한 PO나 이걸 승인한 회사 대표나 다 본질을 잃어버림. ""쉽고 빠른 예약""이 주목적인데 목적과 방향성을 잃어버림. 그냥 안쓰는게 망하게 하는 지름길이라고 봄. 이런것도 앱이라고 만들다니 진짜.. 생각이란걸 하고 사는걸까?"
1,앱이 깔려있지도않고 울산에 있지도않은데 예약이 되었다고 입장하라고 카톡이 계속오네요. 남의번호로 예약하신분 식사는 잘 하셨나 모르겠네요. 개선이 필요하지않나싶습니다.
1,계좌 연동이라니... 진짜 별로.. 부디 타 어플이 만들어져 식당들이 그거 이용하기를.
4,지인이 쓰길래 깔았어여 유명한 맛집 검색하기엔 좋아요
5,매번 줄서서 먹는거 스트레스 받았는데 이걸로 집에서 미리 대기 걸어 놓고 가면 여유롭게 밥먹을 수 있어서 엄청 좋음 나만 알고싶은 어플ㅋ
1,별.... 못드릴거같아요 ㅜ 맛찬들 보고 들어왔는데ㅜ 대전은 아직 안해주시네요 ㅜㅜㅜ
4,예약하기 힘든 맛집 테이블링 통해서 예약했어요~감사합니다.
4,"원격줄서기 칭찬해,,>< 저같이 맛집 많이 다니는 사람들한테 꼭 필요해요!! 이런 어플! ><"
1,본인인증하는데 졸라 튕기네ㅋㅋㅋㅋㅋ 키톡으로 로그인하는데 본인인증이 또 왜필요함?? 쓰레기는 바로 삭제!!!
5,이번에 다운받았어요^^ 아직 예약 사용해보기 전이지만 식신원정대를 시작해보고싶네요^^
5,여름이랑 겨울에 제일 많이 쓰는 어플. 대기걸고 실내로 피신 필수👍👍👍👍👍
1,별하나도 아까움ㅋㅋㅋㅋㅋㅋ 아니 제주도와서 그냥 아무곳 선택 30개이상했는데 1곳도 예약할수가 없음 그것도 화요일에... 내가 이걸 왜 깔았는지...ㅣ
5,예약 서비스 자체보다는 유명 식당들 검색으로 많이 쓰고 있어요ㅋㅋㅋ편리합니당
1,앱을이용하려면 금융정보를 이렇게 막.. 자동충전 단위가 3만원부터 시작인건 또 뭐얔ㅋ
5,코지하우스에서하기로
1,장난하나 8시예약하려핸는데 안되다가 예약꽉차니깐 이제서야 되네 느려터져서가지고 서버업데이트나해라 앱지운다 어이 관리자양반 :) 이딴식으로 쳐 쪼개지마삼
1,"원격예약이 돼야지, 무슨 테이블링 페이를 또 가입하라고 그러냐~~~~"
5,원격줄서기 진짜 최고되네요...
1,거래계좌를 등록할려해도 ARS인증 되었다고 해서 전화 끊어지고 거래무응답 나오고 어떻게 등록을 하고이용을 하라는건가요?? 5번시도후 삭제합니다
5,이런 리뷰 처음 써보는데 진짜 좋네요ㅎㅎㅎ 원격줄서기 넘넘 잘 쓰고 있어서 여기저기 추천하고 다닙니당 !
1,"화딱지 나네요,겨우 줄서기하려고 오픈뱅킹을 강요하는게 말이되냐!!!쓰레기어플임,안먹고만다"
5,날씨도 점점 더워져서 줄서있기도 힘든데 테이블링으로 대기 걸고 카페에서 수다떨다가 카톡오면 입장해요 개꿀!
5,주변에서 추천받고 잘쓰고 있음
5,일부러 문앞에서 기다리지 않아도 되어 굿입니다!
4,한여름 되기 전에 이 어플 알아서 다행임ㅋㅋㅋㅋ 써보니까 진짜 편하긴 편하네요 원격줄서기 꼭 번창하세요
1,이딴 쓰레기 앱이 다있어. 카카오로 가입해서 로그인 하는데 유저 정보를 찾을수 없다고 뜨네 개인정보만 거져 가냐
1,별점 빵점! 사업자들한테 돈받는다고 하던데 돈받고 무슨 페이같은거 만들어서 사용만 더힘들게 만들었네요. 가입자수만 많아지면 유료화 되고 유료화가 되었음 어플에 더 신경써야하는데 이건 아님 아웃!!!!!
1,원격줄서기에 계좌연결이 왜 필요한건지..
5,테이블링 맛집 리뷰는 믿을 수 있어서 좋아요 실제 가본 사람들의 리뷰라 신뢰가 갑니다 예약도 편리하고 좋아요
1,"진짜 엡 그지같이 만들었네ㅋㅋㅋ 차라리 폭탄을 돈을 주고 팔아라 BM이 필요해서 깝친건 알겠는데 카드연동은 안되고 계좌만 연동하고, 포장주문 되는 업체는 많지도 않고, 현장결제도 안돼면 ㅋㅋ 원격줄서기가 목적인 엡인데 엡자체 활용도가 떨어지게 설계하니 여기도 곧 망할삘이다"
1,업데이트해준다면서 안되여 ㅡㅡ 아짜증
1,테이블링페이 가입이안되는데 이게무슨 말도안되는업데이트야 ㅋㅋㅋㅋㅋㅋ어이가없네요
2,폭탄을 돈주고 살수있게라도 좀 해줘요 제가 간곳들은 테이블링페이 받는곳 단 한군데도 없었음. 폭탄을 쓰기만하고 받는곳은 없으니 소멸... 이게 뭔지 참
5,더운날 기다리지 않아도 되는거 너무 편리해요!
1,대기자 80명떠서 천천히가는중에 갑자기 바로입장떠서 급히갔더니 에러라고.. 심지어 점심식사시간 마감이래 ㅋㅋ 당장환불해줘요
1,"솔직히 쓸데없는 가게들만 받아놓고 맛집? 마포 역전회관, 영등포 반카부대찌개 이런데는 뜨지도않고선 맛집 웨이팅이라고하는건가 참... 그냥 백종원 골목식당용 앱에요. 술집은 오지게뜨네 정말 기대하고 켠 내가 바보입니다"
1,앱 만든 개발자 자르세요 앱을만들면 뭐해 인증부분에서 넘어가지도않고 월급루팡일듯 예약해도 가게에서는 예약한적도없다그러고 대가리에 똥들었나 아님 진심 개발의 개자도 모르는 생초보를 두었나
1,너무 느려서 연돈을 한 번 못가네요Y.Y 살아서 한번가려는지 모르겠어요ㅎㅎ
1,연돈 예약 성공한게 당근마켓에 팔리고 있는거 압니까? 알고도 가만히 있나요? 적게는 2만원에서 많게는 4만원에 팔립니다. 먹지도 않을 사람들이 음식값보다 높은 가격에 예약한걸 팔고 있다고요. 말이 됩니까?
1,가입자체가 않됨 위에는올바른이메일형식 아래는 이메일형식 올바르지 않음 계속반복
1,그지같은 bm 대체제 나오는 순간 바로 갈아탑니다
4,가맹점 문의하려고하는데 월별 요금이 안나와있어서요ㅠㅠ 대충 이용요금이 얼마인지 알 수 있을까요?
1,그동안 잘 썼는데 이제 더 쓸 이유가 없어졌네요. 삭제합니다.
1,회원가입 사용성이 정말 꽝입니다... 거의 5분 넘게 걸리네요 더 써보니까 회원가입만 그런게 아니네요..ㅋㅋㅋㅋ 앱 다시 만드셔야 할 거 같습니다
5,유용하게 잘 이용하고있어요~~ 노트북에 앱 설치하려면 어떻게 해야하나요~~
1,대기 인원 계산을 잘 못하는 건가요? 50팀이 15팀으로 줄어드는 마법이라던가...?? 제주 여행만 아니었으면 쓰지 않았을 어플이네요
